profile_url,exhibitor,website,email,phone,hall_stand,address,country,social_links,error,status_code,show_more_clicks,Description (Français),,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474679/?tx_nfmedb_exhibitors%5Bparams%5D%5Bdetailtab%5D=steckbrief&tx_nfmedb_exhibitors%5Bparams%5D%5Bscrollto_youtubevideo%5D=1&cHash=dbcaa01a7ddb2330ca721035902e9228,Mannesmann Line Pipe GmbH,https://www.mannesmann-linepipe.com/,info.mlp@mannesmann.com,"31
57074",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474679%2F%3FcHash%3D71a1106604eae3fd43f176a6838438cf&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474679%2F%3FcHash%3D71a1106604eae3fd43f176a6838438cf', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474679%2F%3FcHash%3D71a1106604eae3fd43f176a6838438cf&display=popup&ref=plugin', 'https://youtu.be/A45IOj5lvU4']",,200.0,1,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474680/?cHash=aa3245c78a83f650d260208484f156af,Di Nicola Infinam Srl,https://www.dinicolavalves.com,sales@dinicolavalves.com,"11
66020",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474680%2F%3FcHash%3Daa3245c78a83f650d260208484f156af&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474680%2F%3FcHash%3Daa3245c78a83f650d260208484f156af', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474680%2F%3FcHash%3Daa3245c78a83f650d260208484f156af&display=popup&ref=plugin']",,200.0,1,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474682/?cHash=0e9ac8f36b7a57ba0cbd6b5fba9074e3,Sibilia srl,https://www.sibilia.it,[MAIL],+39 0331 972529,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474682%2F%3FcHash%3D0e9ac8f36b7a57ba0cbd6b5fba9074e3&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474682%2F%3FcHash%3D0e9ac8f36b7a57ba0cbd6b5fba9074e3', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474682%2F%3FcHash%3D0e9ac8f36b7a57ba0cbd6b5fba9074e3&display=popup&ref=plugin', 'https://www.linkedin.com/company/233071/admin/feed/hosts/', 'https://www.youtube.com/user/SibiliaSrl']",,200.0,1,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474681/?cHash=b4b3880c9fe9087e23f1268a8f4652cb,TRENNSO-TECHNIK Trenn- undSortiertechnik GmbH,https://www.tst.de,info@tst.de,+49 7309 96200,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474681%2F%3FcHash%3Db4b3880c9fe9087e23f1268a8f4652cb&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474681%2F%3FcHash%3Db4b3880c9fe9087e23f1268a8f4652cb', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474681%2F%3FcHash%3Db4b3880c9fe9087e23f1268a8f4652cb&display=popup&ref=plugin', 'https://www.facebook.com/trennsotechnik', 'https://www.instagram.com/trennso_technik/', 'https://www.linkedin.com/company/trennso-technik', 'https://www.youtube.com/channel/UCegoXNoUgZVVWC1dlkZpqxA']",,200.0,2,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474683/?cHash=49e5dd98018ead6b94f2c4c7422a8930,Luitpold Schott ArmaturenfabrikGmbH,https://www.luitpoldschott.com/,info@luitpoldschott.com,"18
67346",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474683%2F%3FcHash%3D49e5dd98018ead6b94f2c4c7422a8930&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474683%2F%3FcHash%3D49e5dd98018ead6b94f2c4c7422a8930', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474683%2F%3FcHash%3D49e5dd98018ead6b94f2c4c7422a8930&display=popup&ref=plugin']",,200.0,0,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474684/?cHash=d525a022c56ebc2f4f141166c02f3c7b,FIRAT PLASTIK KAUCUK SAN. TIC.A.S.,https://www.firat.com/en-us,export@firat.com,"23
34537",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474684%2F%3FcHash%3Dd525a022c56ebc2f4f141166c02f3c7b&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474684%2F%3FcHash%3Dd525a022c56ebc2f4f141166c02f3c7b', 'https://www.facebook.com/FiratPlastik', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474684%2F%3FcHash%3Dd525a022c56ebc2f4f141166c02f3c7b&display=popup&ref=plugin', 'https://www.instagram.com/firatplastiktr', 'https://www.linkedin.com/company/firatplastik', 'https://www.youtube.com/@firatplastik', 'https://x.com/FiratPlastik']",,200.0,0,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474686/?cHash=3ac15ec2dca882a8776e162acf2389ea,ISAS GmbH,https://www.kanalsanierung.com,info@kanalsanierung.com,"31/2
87629",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474686%2F%3FcHash%3D3ac15ec2dca882a8776e162acf2389ea&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474686%2F%3FcHash%3D3ac15ec2dca882a8776e162acf2389ea', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474686%2F%3FcHash%3D3ac15ec2dca882a8776e162acf2389ea&display=popup&ref=plugin']",,200.0,0,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474685/?cHash=f5097e43d3d43f71e80debf1a4e7eb75,ball-b GmbH & Co. KG,https://www.ball-b.de,info@ball-b.de,"14
90475",,,,"['https://linkedin.com/company/ball-b-gmbh-co-kg', 'https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474685%2F%3FcHash%3Df5097e43d3d43f71e80debf1a4e7eb75&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474685%2F%3FcHash%3Df5097e43d3d43f71e80debf1a4e7eb75', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474685%2F%3FcHash%3Df5097e43d3d43f71e80debf1a4e7eb75&display=popup&ref=plugin', 'https://www.youtube.com/@ball-bgmbhcokg6934']",,200.0,1,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474688/?cHash=d5afacb603a39d8e626af6b6e5c1953b,HEGLER PLASTIK GmbH,https://www.hegler.de,vertrieb@hegler.de,+49 9725 660,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474688%2F%3FcHash%3Dd5afacb603a39d8e626af6b6e5c1953b&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474688%2F%3FcHash%3Dd5afacb603a39d8e626af6b6e5c1953b', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474688%2F%3FcHash%3Dd5afacb603a39d8e626af6b6e5c1953b&display=popup&ref=plugin']",,200.0,2,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474689/?cHash=e17fe645893c6e99a35ff1cdf9f23c53,Transfluid S.p.A.,https://www.transfluid.eu,[MAIL],+39 0331 28421,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474689%2F%3FcHash%3De17fe645893c6e99a35ff1cdf9f23c53&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474689%2F%3FcHash%3De17fe645893c6e99a35ff1cdf9f23c53', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474689%2F%3FcHash%3De17fe645893c6e99a35ff1cdf9f23c53&display=popup&ref=plugin']",,200.0,2,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474687/?cHash=b1e0e305aba556432c0ebf52dddbe47a,ANR Systech GmbH,https://www.anr-systech.com,info@anr-systech.com,"24
46325",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474687%2F%3FcHash%3Db1e0e305aba556432c0ebf52dddbe47a&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474687%2F%3FcHash%3Db1e0e305aba556432c0ebf52dddbe47a', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474687%2F%3FcHash%3Db1e0e305aba556432c0ebf52dddbe47a&display=popup&ref=plugin', 'https://www.youtube.com/channel/UC5gzw5rb4mJi41CdQHZZXWg']",,200.0,3,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474690/?tx_nfmedb_exhibitors%5Bparams%5D%5Bdetailtab%5D=steckbrief&tx_nfmedb_exhibitors%5Bparams%5D%5Bscrollto_youtubevideo%5D=1&cHash=50f602db95daccd300953b9b5d4093ec,Toray Membrane Europe AG,https://www.water.toray/,info.tmeu.mb@mail.toray,+41 61 4158710,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474690%2F%3FcHash%3D49f84e4f52484d13bd940231fa7b12be&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474690%2F%3FcHash%3D49f84e4f52484d13bd940231fa7b12be', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474690%2F%3FcHash%3D49f84e4f52484d13bd940231fa7b12be&display=popup&ref=plugin', 'https://www.linkedin.com/company/987454']",,200.0,2,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474690/?cHash=49f84e4f52484d13bd940231fa7b12be,Toray Membrane Europe AG,https://www.water.toray/,info.tmeu.mb@mail.toray,+41 61 4158710,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474690%2F%3FcHash%3D49f84e4f52484d13bd940231fa7b12be&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474690%2F%3FcHash%3D49f84e4f52484d13bd940231fa7b12be', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474690%2F%3FcHash%3D49f84e4f52484d13bd940231fa7b12be&display=popup&ref=plugin', 'https://www.linkedin.com/company/987454']",,200.0,2,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474692/?cHash=f85e98b5be7a104a9d6f520d84e3a719,ELECTROLYTIC TECHNOLOGIES SYSTEMSLLC,https://www.electrolytictech.com,[MAIL],+1 305 6552755,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474692%2F%3FcHash%3Df85e98b5be7a104a9d6f520d84e3a719&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474692%2F%3FcHash%3Df85e98b5be7a104a9d6f520d84e3a719', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474692%2F%3FcHash%3Df85e98b5be7a104a9d6f520d84e3a719&display=popup&ref=plugin']",,200.0,0,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474693/?cHash=de7ed7b6498f36ede820900612ef0bb9,Roither Maschinenbau GmbH,https://www.austropressen.com,[MAIL],+43 7662 8218,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474693%2F%3FcHash%3Dde7ed7b6498f36ede820900612ef0bb9&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474693%2F%3FcHash%3Dde7ed7b6498f36ede820900612ef0bb9', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474693%2F%3FcHash%3Dde7ed7b6498f36ede820900612ef0bb9&display=popup&ref=plugin']",,200.0,1,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474691/?cHash=ef6af93bfbb5f28b532e27dee6cf4571,OBIC GmbH,https://www.obic.li,info@obic.li,+423 787-1300,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474691%2F%3FcHash%3Def6af93bfbb5f28b532e27dee6cf4571&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474691%2F%3FcHash%3Def6af93bfbb5f28b532e27dee6cf4571', 'https://www.facebook.com/obicproducts/', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474691%2F%3FcHash%3Def6af93bfbb5f28b532e27dee6cf4571&display=popup&ref=plugin', 'https://www.linkedin.com/company/obicproducts', 'https://www.youtube.com/channel/UCcnIT1PFhOwcWb6okWvrgjQ']",,200.0,2,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474696/?cHash=dc6e869162f009aed9b5c7e4be02f7bc,Meva a.s.,https://www.mevatec.cz,[MAIL],"632
413 01",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474696%2F%3FcHash%3Ddc6e869162f009aed9b5c7e4be02f7bc&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474696%2F%3FcHash%3Ddc6e869162f009aed9b5c7e4be02f7bc', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474696%2F%3FcHash%3Ddc6e869162f009aed9b5c7e4be02f7bc&display=popup&ref=plugin']",,200.0,0,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474694/?cHash=f688b245422dbe40ee9a0850f25c0d1d,Picote Solutions Oy Ltd,https://www.picotegroup.com,[MAIL],"24
06450",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474694%2F%3FcHash%3Df688b245422dbe40ee9a0850f25c0d1d&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474694%2F%3FcHash%3Df688b245422dbe40ee9a0850f25c0d1d', 'https://www.facebook.com/PicoteSolutions', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474694%2F%3FcHash%3Df688b245422dbe40ee9a0850f25c0d1d&display=popup&ref=plugin', 'https://www.instagram.com/picote_solutions', 'https://www.linkedin.com/showcase/picote-solutions', 'https://www.youtube.com/@Picotesolutions', 'https://x.com/PicoteSolutions']",,200.0,1,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474699/?cHash=2deddc7ea8588e9a165ae4b5e2a7748a,Global Castings Pvt Ltd,https://www.globalcastings.in,[MAIL],+91 33 9830692411,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474699%2F%3FcHash%3D2deddc7ea8588e9a165ae4b5e2a7748a&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474699%2F%3FcHash%3D2deddc7ea8588e9a165ae4b5e2a7748a', 'https://www.facebook.com/p/Global-Castings-Pvt-Ltd-100066908174546/', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474699%2F%3FcHash%3D2deddc7ea8588e9a165ae4b5e2a7748a&display=popup&ref=plugin', 'https://www.linkedin.com/company/global-castings-pvt--ltd-/', 'https://www.youtube.com/@globalcastingspvtltd5694']",,200.0,0,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474700/?cHash=87ef3192dde3ca5bbcfbbea75a59f6aa,Fluid Water Jetting Co Ltd,https://www.fluidjetting.com,sales@fluidjetting.co.uk,+44 1480573983,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474700%2F%3FcHash%3D87ef3192dde3ca5bbcfbbea75a59f6aa&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474700%2F%3FcHash%3D87ef3192dde3ca5bbcfbbea75a59f6aa', 'https://www.facebook.com/people/Fluid-Water-Jetting/100086421295868/', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474700%2F%3FcHash%3D87ef3192dde3ca5bbcfbbea75a59f6aa&display=popup&ref=plugin', 'https://www.linkedin.com/company/89210939/admin/dashboard/']",,200.0,0,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474697/?cHash=99a826619e8b74ad927b2c21177d7d04,Sterki HTP GmbH & Co. KG,https://www.sterki.eu,[MAIL],+49 7261 864910,,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474697%2F%3FcHash%3D99a826619e8b74ad927b2c21177d7d04&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474697%2F%3FcHash%3D99a826619e8b74ad927b2c21177d7d04', 'https://www.facebook.com/people/Sterki-HTP-GmbH-Co-KG/100064552914852/#', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474697%2F%3FcHash%3D99a826619e8b74ad927b2c21177d7d04&display=popup&ref=plugin', 'https://www.instagram.com/sterki_htp/', 'https://www.linkedin.com/company/sterki-htp/', 'https://www.youtube.com/@sterki-htp5289']",,200.0,2,,,,
https://exhibitors.ifat.de/en/exhibitors-products/exhibitors-brands/exhibitors-brands-details/exhibitorDetail/ID/1474702/?cHash=bab9abe8a776fbb1c9eb0c476ee53f03,URACA GmbH & Co.KG,https://www.uraca.de,info@uraca.de,"15
72574",,,,"['https://twitter.com/intent/tweet?original_referer=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474702%2F%3FcHash%3Dbab9abe8a776fbb1c9eb0c476ee53f03&text=&tw_p=tweetbutton&url=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474702%2F%3FcHash%3Dbab9abe8a776fbb1c9eb0c476ee53f03', 'https://www.facebook.com/sharer.php?u=https%3A%2F%2Fexhibitors.ifat.de%2Fen%2Fexhibitors-products%2Fexhibitors-brands%2Fexhibitors-brands-details%2FexhibitorDetail%2FID%2F1474702%2F%3FcHash%3Dbab9abe8a776fbb1c9eb0c476ee53f03&display=popup&ref=plugin']",,200.0,2,,,,
